irregularidade, pois não há nos autos qualquer folha de ponto Cristina Britto. Uma breve história do controle. Salvador: P55 edições, 2015, p. 15. Internet:           ou documento comprobatório da efetiva prestação dos serviços <www.tce.ba.gov.br> (com adaptações). por parte dos consultores. Considerando as estruturas linguísticas e os sentidos do texto Uma Internet: <www.jornaldehoje.com.br> (com adaptações). breve história do controle, julgue os próximos itens. Acerca das ideias e estruturas linguísticas do texto a respeito da 6       Os registros contábeis precedem historicamente o surgimento                        CAFCOPA, julgue os itens subsecutivos. da escrita e também são essenciais para o entendimento e a;Certo;Errado;A;;
Working with other personnel in the selection of software is a emite parecer técnico a respeito das contas. possibility in the IT-managers’ career.;Certo;Errado;A;;
material, including file sharing and legal downloading Excelência está satisfeito com o resultado da votação se o of software, music, and videos. expediente que a contivesse fosse dirigido a uma pessoa do Internet: <http://ikeepsafe.org> (adapted). sexo masculino. 1            Managers of information technology departments,                          Judge the next items according to the text presented on cyber-ethics. also known as IT-managers, are responsible for the overall;Certo;Errado;B;;
One of the uses of cyber-ethics is qualifying people to deal performance of the electronic networks that allow a business to with copyrighted material in an ethical manner.;Certo;Errado;A;;
Cyber-ethics focuses solely on people’s behavior in;Certo;Errado;B;;
O Tribunal de Contas da União (TCU) não exerce uma função jurisdicional em relação às contas do presidente da República, According to the job description presented — IT-managers —,                                 pois aquele não julga pessoas, mas contas, e suas decisões não judge the following item.                                                                   fazem coisa julgada, visto que são de cunho administrativo. Na função de órgão auxiliar do Poder Legislativo, o TCU apenas;Certo;Errado;A;;
Em se tratando de auditoria de instalações de processamento In the text about IT-managers, the word de dados, a Declaração de Lima sobre diretrizes para preceitos 22   “could” (R.17) can be replaced by can without any change in                            de auditoria preconiza o emprego de profissional com a the meaning of the text.                                                               especialização necessária, de preferência de fora da 23   “glitches” (R.16) is synonymous with malfunctions.                                     administração da organização auditada. Com relação ao Tribunal de Contas do Rio Grande do                    No que concerne à organização político-administrativa, julgue os Norte (TCE/RN), julgue os itens que se seguem.                        itens subsequentes.;Certo;Errado;B;;
Os auditores do TCE/RN, no exercício de substituição dos servidores da secretaria de controle interno é inferior a 0,01. conselheiros, têm garantias e impedimentos em grau idêntico;Certo;Errado;B;;
Compete aos municípios criar, organizar e suprimir distritos, 31   O TCE/RN não pode sustar previamente a execução de                    desde que observada a legislação estadual. contratos, uma vez que isso compete ao Poder Legislativo, mas    40   Por possuírem autonomia política, os territórios federais têm pode determinar a suspensão dessa execução diante da                  sua criação, transformação em estado ou reintegração ao estado iminência de lesão grave e de difícil reparação ao patrimônio         de origem dependente da aprovação, por plebiscito, da público.                                                              população diretamente interessada e da ratificação do Congresso Nacional. 32   De acordo com os termos da lei de diretrizes orçamentárias,      41   São bens dos estados-membros da Federação as terras a autonomia financeira do TCE/RN é assegurada mediante a              tradicionalmente ocupadas pelos índios. prerrogativa de elaboração de sua proposta orçamentária anual,   Em relação ao Poder Legislativo, julgue o item seguinte. o que implica submissão dessa propositura à Assembleia;Certo;Errado;A;;
O indiciamento de deputados e senadores, no curso de Legislativa, para inclusão na proposta conjunta do Poder inquérito policial, pode ser realizado pela polícia judiciária Legislativo.                                                          sem autorização prévia do STF. 33   Uma vez nomeado o conselheiro, sua posse dependerá da                     Para fiscalizar determinada entidade, um órgão de controle comprovação do exercício, por um período mínimo de dez           escolherá 12 de seus servidores: 5 da secretaria de controle interno, anos,   de     atividades   relacionadas   aos   conhecimentos   3 da secretaria de prevenção da corrupção, 3 da corregedoria e 1 da ouvidoria. Os 12 servidores serão distribuídos, por sorteio, nas especializados exigidos. A decisão a respeito, contra a qual equipes A, B e C; e cada equipe será composta por 4 servidores. caberá recurso na esfera administrativa, competirá ao TCE/RN,    A equipe A será a primeira a ser formada, depois a equipe B e, por que deverá tomá-la em sessão pública.                            último, a C. 34   Estão sujeitas a inspeções e auditorias do TCE/RN quaisquer      A respeito dessa situação, julgue os itens subsequentes. unidades administrativas dos três poderes, bem como as           43   A probabilidade de um servidor que não for sorteado para entidades da administração indireta, e outras instituídas ou          integrar a equipe A ser sorteado para integrar a equipe B é mantidas pelo poder público.                                          igual a 0,5.;Certo;Errado;B;;
A probabilidade de a equipe A ser composta por quatro;Certo;Errado;B;;
Se, após a formação das 3 equipes, as quantidades de ao dos ministros do Superior Tribunal de Justiça, e, no servidores das unidades mencionadas forem iguais nas equipes exercício das demais atribuições da judicatura, ao dos                A e B, então a equipe C será formada por 1 servidor de cada desembargadores do tribunal de justiça.                               unidade.;Certo;Errado;A;;
A chance de a equipe A ser composta por um servidor de cada A respeito de conceito, classificações e princípios fundamentais da unidade é superior a 10%. Constituição, julgue os itens a seguir. Em campanha de incentivo à regularização da 36   O princípio da separação de poderes apresenta a dimensão         documentação de imóveis, um cartório estampou um cartaz com os seguintes dizeres: “O comprador que não escritura e não registra o positiva, que traça a ordenação e a organização dos poderes imóvel não se torna dono desse imóvel”. constituídos, e a dimensão negativa, que fixa limites e controles na relação entre os poderes.                           A partir dessa situação hipotética e considerando que a proposição P: “Se o comprador não escritura o imóvel, então ele não o registra” 37   As constituições podem ser classificadas como normativas         seja verdadeira, julgue os itens seguintes. quando há uma adequação entre o conteúdo normativo do texto;Certo;Errado;B;;
A negação da proposição P pode ser expressa corretamente por constitucional e a realidade social, na medida em que                 “Se o comprador escritura o imóvel, então ele o registra”. detentores e destinatários de poder seguem a Constituição.       48   A proposição P é logicamente equivalente à proposição “O comprador escritura o imóvel, ou não o registra”. No que se refere às disposições da Constituição Federal de 1988;Certo;Errado;B;;
Um comprador que tiver registrado o imóvel, necessariamente, (CF) acerca de direitos políticos, julgue o próximo item. o escriturou. 38   Os direitos políticos poderão ser cassados na hipótese           50   Se A for o conjunto dos compradores que escrituram o imóvel, de condenação judicial transitada em julgado por ato de               e B for o conjunto dos que o registram, então B será subconjunto de A. improbidade administrativa.;Certo;Errado;A;;
Consta do preâmbulo da Constituição Federal que a justiça é um dos valores supremos da sociedade, tal qual a harmonia social e a liberdade. Nos demais artigos da Carta                                        PORTARIA STJ/GDG N.º 205, DE 6 DE MARÇO DE 2015.;Certo;Errado;A;;
a questão de se definir se uma norma jurídica é justa ou injusta;Certo;Errado;A;;
Magna, esse termo costuma vir associado à ideia de justiça social. Assim, o primeiro inciso do artigo terceiro da Constituição estabelece que a construção de uma sociedade que                                                                     Prorroga o prazo estabelecido 7   seja justa é um objetivo fundamental da República Federativa                                                                      na Portaria STJ GDG n.º 1.247, do Brasil. Ao circunscrever a justiça no espaço da sociedade,                                                                     de 9 de dezembro de 2014. o texto constitucional estabelece, em síntese, que a promoção;Certo;Errado;B;;
Sem prejuízo para a correção gramatical e para a coerência jurídico persegue certos fins e esses representam os valores                                      do texto, o primeiro período poderia ser assim reescrito: A questão da justiça concerne a correspondência ou não entre;Certo;Errado;B;;
Na concatenação das ideias do texto, ocorre uma sequenciação considera que há valores absolutos, objetivamente evidentes, textual conjugada entre a oração iniciada com “Quando” (R.8) 10      a pergunta acerca de se uma norma é justa ou injusta equivale                                     e a oração começada por “No caso de” (R. 11 e 12). a perguntar se esta é apta ou não a realizar aqueles valores. No                          7       Na estrutura textual, o vocábulo “esta” (R.11) e a expressão “aqueles valores” (R.11) fazem referência, respectivamente, ao caso de não se acreditar em valores absolutos, o problema da                                      termo “norma” (R.10) e à expressão “valores absolutos” (R.9).;Certo;Errado;A;;
a cuja realização o legislador, mais ou menos conscientemente a norma e valores absolutos, ou finais, inspiradores de dado e adequadamente, dirige sua própria atividade. Quando se                                          ordenamento jurídico.;Certo;Errado;A;;
Sem prejuízo para a correção gramatical e para os sentidos a norma justa, e o não dever-ser, que corresponde à norma                                         originais do texto, a estrutura “Desse modo (...) diante de uma norma” (R. 2 a 5) poderia ser assim reescrita: Assim sendo, injusta. emprega-se o termo justiça para julgar o comportamento do ser humano em consonância à norma de conduta.;Certo;Errado;B;;
Em “seja esta moral, seja de direito natural” (R.5), é obrigatório é um problema deontológico do direito, ou seja, remete a um                                       o emprego da vírgula para indicar a relação de alternância juízo de valor.                                                                                   entre os elementos de orações de mesmo nível sintático.;Certo;Errado;A;;
da justiça na sociedade é um fim do Estado brasileiro. Sérgio Luiz Junkes. A justiça social como norma constitucional. Resenha eleitoral – Nova série, v. 12, n.o 1, jan.-jun./2005.          O DIRETOR-GERAL DA SECRETARIA DO SUPERIOR TRIBUNAL Internet: <www.tre-sc.jus.br> (com adaptações). DE JUSTIÇA, usando da atribuição conferida pelo item 17.2, X, b, !FimDoTexto!                                                                                        do Manual de Organização do Superior Tribunal de Justiça, Em relação às ideias e às estruturas linguísticas do texto A justiça social como norma constitucional, julgue os seguintes itens. RESOLVE:;Certo;Errado;A;;
No primeiro período do texto, a partícula “se” é empregada comum.                                                                                            para realçar o que está sendo afirmado nesse período.;Certo;Errado;B;;
À semelhança do que ocorre com a expressão “em síntese” (R.9), o trecho “que seja justa” (R. 6 e 7) constitui uma expressão explicativa, razão por que também poderia ser                                       Art. 1.º Prorroga, até 6 de abril de 2015, o prazo estabelecido no isolado por um par de vírgulas, sem que isso acarretasse                                      art. 3.º da Portaria STJ GDG n.º 1.247, de 9 de dezembro de 2014. prejuízo para a correção gramatical e para os sentidos do texto.                              Art. 2.º Esta portaria entra em vigor nesta data de sua publicação.;Certo;Errado;B;;
Compreende-se do texto, em síntese, que a justiça social equipara-se, como valor da sociedade, à harmonia social e à liberdade.                                                                                                          José Joaquim Xavier;Certo;Errado;A;;
Deduz-se do texto, sob o ponto de vista semântico, que a promoção da justiça social constitui meta da República Federativa do Brasil.                                                                    Acerca de aspectos gerais das correspondências oficiais 15    Na linha 2, sem prejuízo para a correção gramatical, a                                   e com fundamento no Manual de Redação da Presidência expressão “tal qual” poderia ser flexionada no plural, para                              da República, julgue os próximos itens, relativos ao documento concordar com “valores supremos”.                                                        oficial hipotético anteriormente apresentado — PORTARIA STJ/GDG N.º 205. COMUNICADO GDG N.º 2, DE 30 DE JANEIRO DE 2015;Certo;Errado;A;;
O vocativo adequado, na elaboração de expediente oficial definida para a Lixeira é fazer que um arquivo apagado por um dirigido ao emitente da comunicação em apreço, seria “Digníssimo Senhor”, seguido do nome do cargo                                                  usuário seja imediatamente excluído do sistema, eliminando-se, correspondente.                                                                                dessa forma, o envio desse arquivo à Lixeira. Com relação a conceitos básicos de redes de computadores e ao          Julgue os itens seguintes de acordo com o Regimento Interno do programa de navegação Mozilla Firefox, julgue os próximos itens.       STJ (RI/STJ). 23   Os complementos são aplicativos que permitem ao usuário           33   Os habeas corpus e o agravo regimental são postos em mesa para julgamento pelas turmas, independentemente de personalizar o Firefox com estilos ou recursos extras. As publicação em pauta. extensões são um tipo de complemento encontradas na última;Certo;Errado;B;;
Caso o artigo primeiro do documento em apreço constituísse um caput seguido de um único parágrafo, este deveria ser identificado por extenso e seu texto deveria iniciar-se com letra O DIRETOR-GERAL DA SECRETARIA DO SUPERIOR TRIBUNAL                                              maiúscula e encerrar-se com ponto final. DE JUSTIÇA, em cumprimento ao que determina o art. 1.º da Resolução CNJ n.º 22, de 5 de junho de 2010, divulga a frota de                           20    Em uma portaria, denomina-se epígrafe o trecho do texto que veículos do Tribunal, conforme a planilha anexa. sintetiza seu conteúdo, de modo a permitir o conhecimento imediato da matéria, como na hipótese em questão: “Prorroga José Joaquim Xavier o prazo (...) dezembro de 2014”. Julgue os itens seguintes, relativos ao sistema operacional No tocante a aspectos gerais das correspondências oficiais                                     Windows 7.0 e ao Microsoft Excel 2013. e com fundamento no Manual de Redação da Presidência da República, julgue os próximos itens, relativos ao                                           21    O recurso Validação de Dados, do Excel 2013, permite que se fragmento de comunicação oficial hipotética anteriormente                                            configure uma célula de tal modo que nela só possam ser apresentado — COMUNICADO GDG N.º 2. inseridos números com exatamente doze caracteres. Esse 16    A comunicação oficial hipotética em questão não atende à                                       recurso pode ser acessado mediante a seguinte sequência de concisão, uma das qualidades essenciais da redação oficial.                                    acessos: guia Dados; grupo Ferramentas de Dados; caixa de 17    O vocábulo “anexa” foi empregado de acordo com o padrão                                        diálogo Validação de Dados. culto formal da língua portuguesa.;Certo;Errado;A;;
No Windows 7, uma das opções de configuração que pode ser;Certo;Errado;A;;
A dimensão substancial da liberdade de expressão guarda Administração Pública, que é composta por um grupo de apoio relação íntima com o pluralismo político na medida em que              técnico que presta serviço público remunerado à administração abarca, antes, a formação da própria opinião como pressuposto          pública federal, tem dois representantes do TCU. para sua posterior manifestação.                                  41   Cabe à administração pública federal, visando promover o 28   A superveniência de nova Constituição não afetará o direito            desenvolvimento nacional sustentável, observar, nas adquirido na ordem constitucional anterior.                            contratações realizadas, o menor impacto sobre recursos naturais e utilizar inovações que reduzam a pressão sobre esses;Certo;Errado;A;;
Ações afirmativas são mecanismos que visam viabilizar uma              recursos. isonomia material em detrimento de uma isonomia formal por A respeito da Política Nacional sobre Mudanças do Clima (PNMC); meio do incremento de oportunidades para determinados da Política Nacional de Resíduos Sólidos, instituída pela segmentos.                                                        Lei n.º 12.305/2010; e da Agenda Ambiental da Administração Julgue os itens subsecutivos, acerca da República Federativa do        Pública (A3P), julgue os seguintes itens. Brasil.                                                                42   A A3P é um programa que congrega princípios de sustentabilidade e tem natureza cogente, pois obriga os órgãos 30   A Constituição é instituto multifuncional que engloba entre            e entidades públicas a promover o uso racional dos recursos seus objetivos a limitação do poder e a conformação e                  naturais e a gestão adequada dos resíduos gerados e a adotar legitimação da ordem política.                                         outras práticas de mitigação dos impactos antrópicos sobre o meio ambiente.;Certo;Errado;A;;
As Constituições dirigentes privilegiam as liberdades individuais, impondo ao Estado um dever de abstenção e um         43   Constituem instrumentos da PNMC, entre outros, os papel secundário na concretização dos valores fundamentais.            mecanismos financeiros e econômicos, no âmbito nacional, referentes à mitigação e à adaptação à mudança do clima.;Certo;Errado;B;;
Segundo o pensamento ideológico político-liberal surgido a;Certo;Errado;A;;
Ainda que ocorra durante as férias no STJ, a publicação de versão desse navegador e possibilitam, entre outros recursos, decisão liminar em mandado de segurança produzirá os efeitos a integração do Firefox com alguns sítios da Internet.                 de intimação. 24   A topologia física de uma rede representa a forma como os         35   É da Segunda Seção do STJ a competência para processar e computadores estão nela interligados, levando em consideração          julgar feitos que versem sobre registros públicos, ainda quando os tipos de computadores envolvidos. Quanto a essa topologia,          o Estado participar da demanda, competência essa que, embora as redes são classificadas em homogêneas e heterogêneas.               seja relativa, será prorrogada se a causa impeditiva da prorrogação não for suscitada a tempo e modo pelas partes. Com relação a conceitos de organização e de gerenciamento de Acerca das substituições eventuais no âmbito do STJ, julgue os arquivos e programas e a procedimentos de segurança da itens subsequentes à luz do RI/STJ. informação, julgue os itens seguintes.;Certo;Errado;A;;
Em caso de medidas urgentes, o relator, se estiver impedido, 25   Atualmente, um dos procedimentos de segurança mais                     será substituído pelo revisor, quando houver. adotados pelos sítios é chamado de captcha. As captchas mais      37   Na ausência do presidente de turma, presidirá a sessão o conhecidas são as imagens distorcidas de um código                     vice-presidente da respectiva turma. alfanumérico. Esse mecanismo é considerado bastante seguro,       38   Ausentes o presidente e o vice-presidente do tribunal, presidirá mas não impede totalmente que alguns programas                         a sessão do plenário o ministro mais idoso. automatizados preencham formulários na Web como se fossem No que concerne ao Plano de Logística Sustentável do Poder uma pessoa realizando, por exemplo, um cadastro em um sítio       Judiciário (PLS-PJ), julgue o item a seguir. de compras.;Certo;Errado;B;;
O PLS-PJ é um instrumento vinculado ao planejamento 26   No Windows 7, a execução do recurso Limpeza de Disco, desde            estratégico do Poder Judiciário, com objetivos, metas e prazos que configurado, além de acarretar o apagamento dos arquivos           que permitem o monitoramento e a avaliação das práticas de temporários e arquivos considerados desnecessários pelo                sustentabilidade. sistema, também apagará os arquivos contidos na Lixeira. Com relação ao desenvolvimento sustentável no âmbito das Julgue os itens seguintes, acerca dos direitos e garantias             licitações e contratações da administração pública, julgue os itens fundamentais da República Federativa do Brasil.                        que se seguem.;Certo;Errado;B;;
O plano de gerenciamento de resíduos sólidos tem natureza partir do século XIX, toda Constituição deve consagrar direitos        estritamente diagnóstica, ao caracterizar o empreendimento, os fundamentais e a separação de poderes.                                 resíduos gerados e seus respectivos passivos ambientais. matemática, apesar de achar essa uma área muito difícil. Sempre que tem tempo suficiente para estudar, Mariana é aprovada nas disciplinas de matemática que cursa na faculdade. Neste semestre, Mariana está cursando a disciplina chamada Introdução à Matemática Aplicada. No entanto, ela não tem tempo suficiente para estudar e não será aprovada nessa disciplina. A partir das informações apresentadas nessa situação hipotética, julgue os itens a seguir, acerca das estruturas lógicas.;Certo;Errado;B;;
Considerando-se como p a proposição “Mariana acha a matemática uma área muito difícil” de valor lógico verdadeiro e como q a proposição “Mariana tem grande apreço pela matemática” de valor lógico falso, então o valor lógico de p ÷ ¬q é falso.;Certo;Errado;B;;
Considerando-se as seguintes proposições: p: “Se Mariana aprende o conteúdo de Cálculo 1, então ela aprende o conteúdo de Química Geral”; q: “Se Mariana aprende o conteúdo de Química Geral, então ela é aprovada em Química Geral”; c: “Mariana foi aprovada em Química Geral”, é correto afirmar que o argumento formado pelas premissas p e q e pela conclusão c é um argumento válido.;Certo;Errado;B;;
Designando por p e q as proposições “Mariana tem tempo suficiente para estudar” e “Mariana será aprovada nessa disciplina”, respectivamente, então a proposição “Mariana não tem tempo suficiente para estudar e não será aprovada nesta disciplina” é equivalente a ¬p v ¬q. Determinada faculdade oferta, em todo semestre, três disciplinas optativas para alunos do quinto semestre: Inovação e Tecnologia (INT); Matemática Aplicada (MAP); Economia do Mercado Empresarial (EME). Neste semestre, dos 150 alunos que possuíam os requisitos necessários para cursar essas disciplinas, foram registradas matrículas de alunos nas seguintes quantidades: C   70 em INT; C   45 em MAP; C   60 em EME; C   25 em INT e MAP; C   35 em INT e EME; C   30 em MAP e EME; C   15 nas três disciplinas. Com base nessas informações, julgue os itens que se seguem.;Certo;Errado;A;;
Os dados disponíveis são insuficientes para se determinar a quantidade de alunos que não efetuaram matrícula em nenhuma das três disciplinas.;Certo;Errado;B;;
A quantidade de alunos que se matricularam apenas na disciplina MAP é inferior a 10.;Certo;Errado;A;;
Ao se escolher um aluno ao acaso, a probabilidade de ele estar matriculado em apenas duas das três disciplinas será maior que a probabilidade de ele estar matriculado apenas em INT.;Certo;Errado;A;;
